Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
sp|Q12888|TP53B_HUMAN	Q12888	TP53B_HUMAN	TP53BP1	1972	Homo sapiens OX=9606	TP53-binding protein 1 	1:Experimental evidence at protein level	0.9994	0.9969	1	1	1	1	1	1	149800	149800	149800	6M(15.9949), 9K(304.2071), N-term(304.2071)			159980.5156	412.6133	514.7026	0.8209	0.0000	0.0000	0.0000	16.4631	2.2459	22.0096	6.2992	12.7248	13.6722	485.1858	18.0942	6.3295
sp|Q9HCD6|TANC2_HUMAN	Q9HCD6	TANC2_HUMAN	TANC2	1990	Homo sapiens OX=9606	Protein TANC2 	1:Experimental evidence at protein level	0.9994	0.9844	1	1	1	1	1	1	3056147	3056147	3056147	8K(304.2071), N-term(304.2071)			316034.5312	974.8966	999.7388	3.4937	0.0000	0.0000	0.0000	7.3698	0.0000	22.4492	5.4043	6.1286	9.1362	189.0961	10.3581	4.8315
sp|Q14934|NFAC4_HUMAN	Q14934	NFAC4_HUMAN	NFATC4	902	Homo sapiens OX=9606	Nuclear factor of activated T-cells, cytoplasmic 4 	1:Experimental evidence at protein level	0.9991	0.9833	1	1	1	1	1	1	1376563	1376563	1376563	6C(57.0214), 7K(304.2071), N-term(304.2071)			159836.2344	690.3984	440.9026	1.3480	0.3411	0.0000	0.0000	6.3940	5.0936	35.5714	7.4432	14.9479	16.8452	190.3925	35.2033	17.5887
sp|Q5VZF2|MBNL2_HUMAN	Q5VZF2	MBNL2_HUMAN	MBNL2	373	Homo sapiens OX=9606	Muscleblind-like protein 2 	1:Experimental evidence at protein level	0.9991	0.9986	1	0	1	1	0	1	1642164	     0	1642164	4C(57.0214), 9K(304.2071), N-term(304.2071)		sp|Q9NR56|MBNL1_HUMAN	296440.5625	979.3919	1246.6466	3.3899	0.7902	0.0000	0.0000	10.0488	0.0000	21.7681	3.1323	6.9760	7.4626	165.1913	7.1274	3.9569
sp|O14556|G3PT_HUMAN	O14556	G3PT_HUMAN	GAPDHS	408	Homo sapiens OX=9606	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	1	1	1	55163943	54119028	54119028	13C(57.0214), N-term(304.2071)			137394.6094	501.2770	453.8491	2.3108	0.3383	0.0000	0.0000	8.9633	0.0000	12.4876	3.9387	3.0394	4.4355	88.2514	9.5456	6.3537
sp|P20339|RAB5A_HUMAN	P20339	RAB5A_HUMAN	RAB5A	215	Homo sapiens OX=9606	Ras-related protein Rab-5A 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	1	1	1	2363690	332266	332266	N-term(304.2071)			48141.7344	159.4374	184.3858	0.8166	0.0000	0.0000	0.0000	7.5757	1.5312	9.5664	3.2529	3.5378	6.0906	61.5119	5.7891	3.3499
sp|P20742|PZP_HUMAN	P20742	PZP_HUMAN	PZP	1482	Homo sapiens OX=9606	Pregnancy zone protein 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	1	1	1	12083074	3806812	3806812	5C(57.0214), N-term(304.2071)			113121.2344	487.8163	665.2131	1.6391	0.2956	0.0000	0.0000	5.7210	1.6273	7.1858	1.9613	4.1961	6.2748	57.4680	6.2930	5.0236
sp|P45984|MK09_HUMAN	P45984	MK09_HUMAN	MAPK9	424	Homo sapiens OX=9606	Mitogen-activated protein kinase 9 	1:Experimental evidence at protein level	0.9989	0.9990	2	0	2	2	0	2	4969645	     0	426958	13K(304.2071), N-term(304.2071)			171544.8125	573.7469	378.1213	0.6627	0.0000	0.0000	0.0000	12.6287	0.8990	23.4265	5.8296	10.9883	12.5678	124.5375	16.9796	12.4635
sp|P50148|GNAQ_HUMAN	P50148	GNAQ_HUMAN	GNAQ	359	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(q) subunit alpha 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	1	1	1	3405759	3405759	3405759	N-term(304.2071)			17193.6641	33.6956	109.3799	0.0000	0.0000	0.0000	0.0000	5.5537	0.0000	3.7323	1.7765	0.0000	3.7141	19.6609	4.0002	3.5852
sp|P61956|SUMO2_HUMAN	P61956	SUMO2_HUMAN	SUMO2	95	Homo sapiens OX=9606	Small ubiquitin-related modifier 2 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	1	1	1	3943616	3943616	3943616	10K(304.2071), N-term(304.2071)			351330.0938	1377.3895	1067.0632	3.0389	0.0000	0.0000	0.0000	25.0920	3.0791	62.4620	12.7676	16.5772	33.0279	378.4176	35.3655	19.3216
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens OX=9606	Thymosin beta-4 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	2	2	2	10456064	7249624	7249624	11K(304.2071), 3K(304.2071), 6M(15.9949), N-term(42.0106)			796430.4062	2603.5797	2566.4851	6.5764	0.9318	0.0501	0.0000	23.2263	1.7172	32.0157	16.9935	37.3573	25.3506	2032.2142	111.2309	12.5681
sp|Q71UM5|RS27L_HUMAN	Q71UM5	RS27L_HUMAN	RPS27L	84	Homo sapiens OX=9606	40S ribosomal protein S27-like 	1:Experimental evidence at protein level	0.9989	0.9990	1	1	1	1	1	1	3986610	546182	546182	11K(304.2071), N-term(304.2071)			291390.3750	2029.2538	886.1534	5.0821	3.1687	0.0897	0.2525	15.2860	6.5408	52.7891	9.0420	10.4443	15.9427	171.2266	22.5849	6.7117
sp|Q5VTL8|PR38B_HUMAN	Q5VTL8	PR38B_HUMAN	PRPF38B	546	Homo sapiens OX=9606	Pre-mRNA-splicing factor 38B 	1:Experimental evidence at protein level	0.9987	0.9955	1	1	1	1	1	1	351641	351641	351641	7K(304.2071), N-term(304.2071)			91563.5078	334.2622	427.0603	2.0760	0.0000	0.0000	0.0000	9.3143	0.0000	17.6216	2.6316	6.3786	7.8893	101.5857	16.5993	6.8008
sp|Q9NQ29|LUC7L_HUMAN	Q9NQ29	LUC7L_HUMAN	LUC7L	371	Homo sapiens OX=9606	Putative RNA-binding protein Luc7-like 1 	1:Experimental evidence at protein level	0.9987	0.9988	1	1	1	1	1	1	1231291	249899	249899	N-term(304.2071)			36788.6875	112.9482	101.4263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.6951	0.0000	2.6738	0.0000	24.2324	4.7304	2.1655
sp|O14787|TNPO2_HUMAN	O14787	TNPO2_HUMAN	TNPO2	897	Homo sapiens OX=9606	Transportin-2 	1:Experimental evidence at protein level	0.9986	0.9956	1	1	1	1	1	1	3341554	586824	586824	1C(57.0214), N-term(304.2071)			48772.2578	175.3851	140.2307	0.0000	0.0000	0.0000	0.0000	12.8646	1.2148	17.5938	6.2758	8.0485	14.0210	82.8081	14.0473	8.3188
sp|Q8NHP8|PLBL2_HUMAN	Q8NHP8	PLBL2_HUMAN	PLBD2	589	Homo sapiens OX=9606	Putative phospholipase B-like 2 	1:Experimental evidence at protein level	0.9982	0.9907	1	1	1	1	1	1	428125	428125	428125	7K(304.2071), N-term(304.2071)			109494.2812	352.9901	284.5473	0.0000	0.0000	0.0000	0.0000	6.8044	2.3934	12.8456	3.7319	4.8562	9.0006	102.6441	11.8515	9.4931
sp|Q9Y5J9|TIM8B_HUMAN	Q9Y5J9	TIM8B_HUMAN	TIMM8B	83	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim8 B 	1:Experimental evidence at protein level	0.9978	0.9941	1	1	1	1	1	1	     0	     0	     0	4C(57.0214), 8C(57.0214), N-term(304.2071)			20270.2031	78.9612	11.4944	0.0000	0.0000	0.0000	0.0000	2.8716	0.0000	4.2679	1.5206	2.3184	0.0000	17.7908	0.0000	0.0000
sp|A0PJZ3|GXLT2_HUMAN	A0PJZ3	GXLT2_HUMAN	GXYLT2	443	Homo sapiens OX=9606	Glucoside xylosyltransferase 2 	2:Experimental evidence at transcript level	0.9972	0.9809	1	1	1	1	1	1	313270	313270	313270	7M(15.9949), 9K(304.2071), N-term(304.2071)			34327.5898	117.6309	165.9444	0.5636	0.0000	0.0000	0.0000	63.3900	4.8126	25.7840	28.4191	12.4051	15.5679	146.0411	10.2354	14.3236
sp|Q9H845|ACAD9_HUMAN	Q9H845	ACAD9_HUMAN	ACAD9	621	Homo sapiens OX=9606	Complex I assembly factor ACAD9, mitochondrial 	1:Experimental evidence at protein level	0.9968	0.9990	1	1	1	1	1	1	249497	249497	249497	4C(57.0214), N-term(304.2071)			135342.2812	465.7451	633.2724	1.8710	0.0000	0.0000	0.0000	16.1410	1.9166	14.1818	5.1302	9.8524	7.9488	107.2585	8.6722	8.4254
sp|Q9NXR7|BABA2_HUMAN	Q9NXR7	BABA2_HUMAN	BABAM2	383	Homo sapiens OX=9606	BRISC and BRCA1-A complex member 2 	1:Experimental evidence at protein level	0.9967	0.9990	1	1	1	1	1	1	524956	524956	524956	14K(304.2071), N-term(304.2071)			77568.2266	275.2511	303.2669	1.4536	0.0000	0.0000	0.0000	5.3574	0.0000	6.7080	5.7483	3.3347	4.7058	94.2231	2.9342	7.8366
sp|P09488|GSTM1_HUMAN	P09488	GSTM1_HUMAN	GSTM1	218	Homo sapiens OX=9606	Glutathione S-transferase Mu 1 	1:Experimental evidence at protein level	0.9966	0.9986	3	0	3	3	0	3	4828381	     0	4828381	13K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)			904829.6875	2925.2967	2302.3491	6.4549	0.6566	0.0000	0.0000	35.2460	4.3227	83.4297	14.5986	25.3841	47.1299	888.2080	49.9433	26.5811
sp|Q9Y4Y9|LSM5_HUMAN	Q9Y4Y9	LSM5_HUMAN	LSM5	91	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm5 	1:Experimental evidence at protein level	0.9963	0.9990	1	1	1	1	1	1	1591642	1591642	1591642	19K(304.2071), N-term(42.0106)			153861.3906	579.3436	809.2926	1.4086	0.0000	0.0000	0.0000	10.3251	1.3390	21.2459	4.1763	7.9100	9.5003	142.7041	14.9810	9.7276
sp|P46821|MAP1B_HUMAN	P46821	MAP1B_HUMAN	MAP1B	2468	Homo sapiens OX=9606	Microtubule-associated protein 1B 	1:Experimental evidence at protein level	0.9962	0.9987	1	0	1	1	0	1	249849	     0	249849	10K(304.2071), N-term(304.2071)			72812.9688	175.6301	197.1041	0.0000	0.0000	0.0000	0.0000	6.5053	0.0000	6.0450	0.0000	0.0000	2.3278	134.9779	4.0023	4.7931
sp|P62306|RUXF_HUMAN	P62306	RUXF_HUMAN	SNRPF	86	Homo sapiens OX=9606	Small nuclear ribonucleoprotein F 	1:Experimental evidence at protein level	0.9959	0.9989	1	1	1	1	1	1	1333099	1333099	1333099	1C(57.0214), N-term(304.2071)			300151.4375	1103.1054	942.6646	2.6652	0.0000	0.0437	0.0000	47.7505	3.1779	49.7220	21.4127	22.2424	29.1704	435.6916	25.9060	18.8064
sp|O75635|SPB7_HUMAN	O75635	SPB7_HUMAN	SERPINB7	380	Homo sapiens OX=9606	Serpin B7 	1:Experimental evidence at protein level	0.9958	0.9989	1	1	1	1	1	1	420732	420732	420732	N-term(304.2071)			58695.5703	176.8984	232.3051	0.0000	0.0000	0.0000	0.0000	3.9892	1.1076	11.7811	0.0000	4.4592	5.9553	48.6202	4.5321	4.2151
sp|O75530|EED_HUMAN	O75530	EED_HUMAN	EED	441	Homo sapiens OX=9606	Polycomb protein EED 	1:Experimental evidence at protein level	0.9957	0.9895	1	1	1	1	1	1	271108	271108	271108	10K(304.2071), N-term(304.2071)			112046.8750	457.4872	687.8565	2.7484	0.2528	0.0000	0.0000	17.7209	2.1114	23.4883	6.7433	7.3877	10.2763	120.7332	10.0945	8.6175
sp|Q6PKG0|LARP1_HUMAN	Q6PKG0	LARP1_HUMAN	LARP1	1096	Homo sapiens OX=9606	La-related protein 1 	1:Experimental evidence at protein level	0.9956	0.9990	1	1	1	1	1	1	1150770	1150770	1150770	12K(304.2071), N-term(304.2071)			325797.9375	1193.5025	1915.3912	4.2112	0.4453	0.0505	0.0000	9.1300	0.8912	9.4320	4.4627	5.4314	8.3414	104.6708	8.6681	8.8850
sp|Q9NRG9|AAAS_HUMAN	Q9NRG9	AAAS_HUMAN	AAAS	546	Homo sapiens OX=9606	Aladin 	1:Experimental evidence at protein level	0.9955	0.9990	1	1	1	1	1	1	11792537	11792537	11792537	15K(304.2071), N-term(304.2071)			370507.2500	1167.5915	1875.0752	4.7514	0.6575	0.0000	0.0000	6.7334	0.9449	14.2754	3.9903	7.2990	9.7145	278.9275	20.1121	6.5659
sp|P63167|DYL1_HUMAN	P63167	DYL1_HUMAN	DYNLL1	89	Homo sapiens OX=9606	Dynein light chain 1, cytoplasmic 	1:Experimental evidence at protein level	0.9947	0.9831	1	1	1	1	1	1	11706682	5545852	5545852	7K(304.2071), N-term(304.2071)			1393144.2500	4245.4600	3719.7978	10.1592	0.3081	0.0000	0.0000	13.7276	1.8700	55.5654	7.2983	12.9382	22.9388	619.8321	31.8436	15.1674
sp|P20908|CO5A1_HUMAN	P20908	CO5A1_HUMAN	COL5A1	1838	Homo sapiens OX=9606	Collagen alpha-1(V) chain 	1:Experimental evidence at protein level	0.9913	0.9990	1	1	1	1	1	1	408114	171110	171110	N-term(304.2071)			41926.1602	92.4293	145.8254	0.0000	0.0000	0.0000	0.0000	37.3013	1.3426	17.0081	7.3430	8.2971	9.4748	137.6480	15.8733	6.9426
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase C 	1:Experimental evidence at protein level	0.9913	0.9990	1	1	1	1	1	1	3011231	1473471	1473471	13K(304.2071), N-term(304.2071)			146272.0312	438.8040	810.6226	2.9821	0.9166	0.0000	0.0000	8.6353	0.0000	9.4679	3.9197	2.4762	8.2778	133.4635	5.5628	7.0950
sp|Q96FN4|CPNE2_HUMAN	Q96FN4	CPNE2_HUMAN	CPNE2	548	Homo sapiens OX=9606	Copine-2 	1:Experimental evidence at protein level	0.9913	0.9990	1	1	1	1	1	1	1152765	122805	122805	15K(304.2071), N-term(304.2071)			61563.8398	147.5115	290.8335	0.6087	0.0000	0.0000	0.0000	6.5298	0.0000	12.2225	1.9555	2.7011	2.9121	51.5632	0.0000	3.1908
sp|Q9BZG1|RAB34_HUMAN	Q9BZG1	RAB34_HUMAN	RAB34	259	Homo sapiens OX=9606	Ras-related protein Rab-34 	1:Experimental evidence at protein level	0.9913	0.9990	1	1	1	1	1	1	941704	941704	941704	16K(304.2071), N-term(304.2071)			26744.3594	94.9000	172.7384	0.0000	0.0000	0.0000	0.0000	4.8828	1.2245	4.9797	0.0000	0.0000	3.4467	54.3620	5.6858	3.4079
sp|Q9H9B4|SFXN1_HUMAN	Q9H9B4	SFXN1_HUMAN	SFXN1	322	Homo sapiens OX=9606	Sideroflexin-1 	1:Experimental evidence at protein level	0.9913	0.9990	1	1	1	1	1	1	1088586	 85059	 85059	34K(304.2071), N-term(304.2071)			3635.4336	0.0000	28.6469	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.8607	0.0000	0.0000
sp|Q9NQS1|AVEN_HUMAN	Q9NQS1	AVEN_HUMAN	AVEN	362	Homo sapiens OX=9606	Cell death regulator Aven 	1:Experimental evidence at protein level	0.9913	0.9990	1	1	1	1	1	1	333779	333779	333779	N-term(304.2071)			69489.2656	146.4034	314.1567	0.0000	0.0000	0.0000	0.0000	4.4142	0.0000	5.4607	2.1346	0.0000	9.7324	67.1436	10.6516	4.4285
sp|Q9H9S4|CB39L_HUMAN	Q9H9S4	CB39L_HUMAN	CAB39L	337	Homo sapiens OX=9606	Calcium-binding protein 39-like 	1:Experimental evidence at protein level	0.9911	0.9990	1	1	1	1	1	1	812280	442194	442194	N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|P01116|RASK_HUMAN	P01116	RASK_HUMAN	KRAS	189	Homo sapiens OX=9606	GTPase KRas 	1:Experimental evidence at protein level	0.9899	0.9990	1	0	1	1	0	1	1521196	     0	268921	15K(304.2071), 7C(57.0214), N-term(304.2071)			68951.3359	243.9090	308.1610	0.0000	0.3036	0.0000	0.0000	7.4214	0.0000	8.9254	2.2703	4.4276	2.4304	59.7188	9.5095	3.8163
sp|Q9UI15|TAGL3_HUMAN	Q9UI15	TAGL3_HUMAN	TAGLN3	199	Homo sapiens OX=9606	Transgelin-3 	1:Experimental evidence at protein level	0.9892	0.9988	1	1	1	1	1	1	3070686	3070686	3070686	N-term(304.2071)			550585.1875	1792.2779	292.7533	0.0000	0.5862	0.0000	0.0000	157.8108	2.6132	57.1370	74.8732	30.5867	42.7803	785.4875	19.0743	31.4993
sp|O60331|PI51C_HUMAN	O60331	PI51C_HUMAN	PIP5K1C	668	Homo sapiens OX=9606	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma 	1:Experimental evidence at protein level	0.9891	0.9970	1	1	1	1	1	1	1388719	1388719	1388719	N-term(304.2071)			121878.6797	486.8363	535.0485	1.8622	0.3283	0.0000	0.0000	10.5441	1.6452	12.2876	3.4151	6.9005	10.9341	121.5114	10.9767	7.3797
sp|P28161|GSTM2_HUMAN	P28161	GSTM2_HUMAN	GSTM2	218	Homo sapiens OX=9606	Glutathione S-transferase Mu 2 	1:Experimental evidence at protein level	0.9888	0.9990	1	0	1	1	0	1	4559439	     0	1567018	N-term(304.2071)			331941.6250	1104.3484	294.8990	0.9326	0.0000	0.0000	0.0000	26.2432	1.7974	30.5365	14.3543	10.2269	24.9988	238.8532	8.0640	9.7733
sp|P12931|SRC_HUMAN	P12931	SRC_HUMAN	SRC	536	Homo sapiens OX=9606	Proto-oncogene tyrosine-protein kinase Src 	1:Experimental evidence at protein level	0.9872	0.9987	1	0	1	1	0	1	289690	     0	289690	8K(304.2071), N-term(304.2071)			109006.7500	298.2437	183.4335	0.0000	0.0000	0.0000	0.0000	9.3431	1.0479	19.1770	5.2415	8.1310	9.6464	110.2435	14.4208	7.7910
contam_sp|O00762|UBE2C_HUMAN	O00762	UBE2C_HUMAN	UBE2C	179	Homo sapiens	Ubiquitin-conjugating enzyme E2 C 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	2	2	2	432377	432377	432377	13K(304.2071), N-term(304.2071)			133059.5156	528.8643	495.8277	1.6751	0.0000	0.0000	0.0000	8.0693	1.2344	26.9187	0.0000	6.0391	9.2479	65.6362	14.8983	15.6793
contam_sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	Cathepsin D 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	405386	405386	405386	13M(15.9949), 16C(57.0214), 18K(304.2071), N-term(304.2071)			38286.0625	125.5472	180.3434	1.1543	0.0000	0.0000	0.0000	6.6881	2.7579	18.0650	4.5549	10.2951	16.1014	106.6842	23.2113	10.6225
contam_sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens	Glutathione S-transferase P 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	1833488	1833488	1833488	13K(304.2071), N-term(304.2071)			135337.3906	469.0901	775.8669	2.3834	0.5377	0.0000	0.0000	20.9504	12.5576	45.4867	16.7336	30.6300	43.3312	224.5253	49.0805	27.1387
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens OX=9606	Glycerol-3-phosphate phosphatase 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	654331	654331	654331	5C(57.0214), N-term(304.2071)			50328.6328	199.3898	189.3778	0.0000	0.0000	0.0000	0.0000	8.5558	0.7551	8.1327	3.8324	3.4759	6.8921	62.4993	5.1190	4.9356
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens OX=9606	Protein unc-119 homolog B 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	589521	589521	589521	3C(57.0214), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens OX=9606	Synaptosomal-associated protein 23 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	359224	359224	359224	14K(304.2071), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens OX=9606	Pyruvate dehydrogenase protein X component, mitochondrial 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	239541	239541	239541	N-term(304.2071)			41772.8047	153.1716	180.2365	0.0000	0.0000	0.0000	0.0000	14.8517	0.0000	7.3092	2.6713	4.1974	5.7775	91.9490	12.8295	4.5321
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens OX=9606	U3 small nucleolar ribonucleoprotein protein MPP10 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	233307	233307	233307	13K(304.2071), N-term(304.2071)			95239.5000	347.0314	355.9222	0.0000	0.0000	0.0422	0.0000	3.9674	0.0000	7.8859	0.0000	5.4997	4.9720	62.9189	6.2238	4.7420
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 3 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	175414	175414	175414	20K(304.2071), N-term(304.2071)			63522.5742	206.2313	341.6256	1.1142	0.0000	0.0000	0.0000	2.4977	0.0000	6.5814	0.0000	4.4597	3.5798	35.6604	6.6816	2.6494
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 2 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	1029374	1029374	1029374	N-term(304.2071)			65170.5039	208.1237	346.1456	0.7275	0.0000	0.0000	0.0000	9.3493	1.2604	10.1000	3.9181	5.0526	3.8714	53.1579	4.5419	0.0000
sp|O43402|EMC8_HUMAN	O43402	EMC8_HUMAN	EMC8	210	Homo sapiens OX=9606	ER membrane protein complex subunit 8 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	405045	405045	405045	N-term(304.2071)			149442.7656	400.8914	705.5259	1.4466	0.3248	0.0000	0.0000	12.4062	2.0011	29.1055	6.1289	8.9076	17.1470	189.3074	32.8463	13.8701
sp|O43504|LTOR5_HUMAN	O43504	LTOR5_HUMAN	LAMTOR5	91	Homo sapiens OX=9606	Ragulator complex protein LAMTOR5 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	730943	730943	730943	19C(57.0214), 9C(57.0214), N-term(304.2071)			52853.8633	158.3634	175.0444	0.0000	0.0000	0.0000	0.0000	7.1488	1.4570	12.2288	2.8831	6.4917	7.0043	60.0297	6.6281	7.1780
sp|O43765|SGTA_HUMAN	O43765	SGTA_HUMAN	SGTA	313	Homo sapiens OX=9606	Small glutamine-rich tetratricopeptide repeat-containing protein alpha 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	546434	546434	546434	13C(57.0214), N-term(304.2071)			251685.1875	831.3783	651.0728	2.5562	0.3670	0.0000	0.0000	11.9637	1.2776	25.0135	5.8360	10.4420	14.1485	217.2646	24.1508	8.5725
sp|O75094|SLIT3_HUMAN	O75094	SLIT3_HUMAN	SLIT3	1523	Homo sapiens OX=9606	Slit homolog 3 protein 	2:Experimental evidence at transcript level	0.9776	0.9990	1	1	1	1	1	1	3191864	3191864	3191864	19K(304.2071), N-term(304.2071)			32311.6836	98.4189	152.6281	0.5134	0.0000	0.0000	0.0000	4.5589	0.0000	4.5148	0.0000	0.0000	2.6025	62.0391	6.3998	2.9418
sp|O75150|BRE1B_HUMAN	O75150	BRE1B_HUMAN	RNF40	1001	Homo sapiens OX=9606	E3 ubiquitin-protein ligase BRE1B 	1:Experimental evidence at protein level	0.9776	0.9990	1	0	1	1	0	1	1057366	     0	1057366	N-term(304.2071)		sp|Q5VTR2|BRE1A_HUMAN	142114.0938	503.9855	462.2685	1.5413	0.0000	0.0000	0.0000	3.7223	0.0000	17.1846	2.2185	3.3199	6.7816	64.9762	13.2161	4.6977
sp|O75381|PEX14_HUMAN	O75381	PEX14_HUMAN	PEX14	377	Homo sapiens OX=9606	Peroxisomal membrane protein PEX14 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	784764	784764	784764	18K(304.2071), N-term(304.2071)			44889.2344	133.9965	183.1382	1.2077	0.2404	0.0000	0.0000	8.5940	2.8052	15.2871	4.1988	3.8611	8.5358	71.4472	10.8254	6.1688
sp|O95319|CELF2_HUMAN	O95319	CELF2_HUMAN	CELF2	508	Homo sapiens OX=9606	CUGBP Elav-like family member 2 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	576565	576565	576565	N-term(304.2071)			38605.2500	144.1113	171.2313	0.0000	0.0000	0.0000	0.0000	6.6122	1.0116	5.1044	2.7564	2.9822	3.1454	28.7857	6.6051	3.4131
sp|O95487|SC24B_HUMAN	O95487	SC24B_HUMAN	SEC24B	1268	Homo sapiens OX=9606	Protein transport protein Sec24B 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	262523	262523	262523	N-term(304.2071)			25708.1914	83.8998	101.5567	0.0000	0.0000	0.0000	0.0000	6.0589	1.7619	7.9888	1.9908	6.8239	6.4937	65.3042	8.9466	7.2252
sp|P00568|KAD1_HUMAN	P00568	KAD1_HUMAN	AK1	194	Homo sapiens OX=9606	Adenylate kinase isoenzyme 1 	1:Experimental evidence at protein level	0.9776	0.9990	1	1	1	1	1	1	1065468	1065468	1065468	12K(304.2071), N-term(304.2071)			195240.4062	643.0366	1485.8628	2.3394	0.3210	0.0000	0.0000	10.8524	0.0000	17.3768	4.5494	6.6709	11.3810	216.7213	17.8235	9.9127
sp|P02795|MT2_HUMAN	P02795	MT2_HUMAN	MT2A	61	Homo sapiens OX=9606	Metallothionein-2 	1:Experimental evidence at protein level	0.9776	0.9990	1	0	1	1	0	1	1358575	     0	1358575	10C(57.0214), 12K(304.2071), 2C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), N-term(304.2071)		sp|P04732|MT1E_HUMAN, sp|P13640|MT1G_HUMAN, sp|P80297|MT1X_HUMAN, sp|Q8N339|MT1M_HUMAN	180730.5469	488.2114	528.8447	1.2923	0.0000	0.0688	0.0000	214.2986	0.8307	6.5673	2.0652	0.0000	0.0000	41.8338	2.8093	3.6430
